GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04485	0.9355	0.8875	0.8640	0.8740	0.8780	0.8411	0.9572	0.8323	0.8938	0.9537	0.9128	0.9926	0.8932	0.8755	0.8354	0.8903	0.8568	0.8756	0.8644	0.9209	0.8616	0.8689	0.8434	0.7181	0.9668	0.8746	0.9454	0.8948	0.8374	0.8926	0.9247	0.9072	0.9799	0.9052	0.9025	0.9062	0.9479	0.7519	0.7579	0.8139	0.8684	0.8090	0.8748	0.7786	0.7540	0.7908	0.7577	0.7281	0.8442	0.9221	0.8951	0.8654
CLUG_04486	0.9575	0.8389	0.9315	0.9496	0.9856	0.9868	0.9298	0.9355	0.8634	0.9247	0.9935	0.9196	0.8598	0.9306	0.9052	0.9484	0.9790	0.9438	0.8453	0.9211	0.9321	0.9346	0.9015	0.7652	0.9439	0.9021	0.9357	0.9155	0.8278	0.9098	0.9152	0.9193	0.9546	0.9706	0.8788	0.8863	0.9827	0.7154	0.7332	0.7883	0.8978	0.8206	0.8775	0.8233	0.7573	0.8288	0.7765	0.7391	0.8291	0.9504	0.8843	0.8503
CLUG_04487	0.9779	0.8147	0.9478	0.8036	0.9353	1.0170	0.9206	0.9041	0.8957	0.8971	0.9637	0.8976	0.8980	0.8713	0.9077	0.9033	0.8579	0.9525	0.9018	0.9696	0.8481	0.9644	0.9332	0.7828	1.0084	0.8624	0.9449	0.9250	0.8562	0.8759	0.9603	0.9410	0.9363	0.9294	0.9008	0.9078	0.9607	0.7124	0.7208	0.7734	0.8981	0.8495	0.8524	0.7868	0.7847	0.7851	0.7992	0.7793	0.8922	0.9352	0.8971	0.8883
CLUG_04488	0.9428	0.8585	0.9244	0.9008	0.9323	0.9180	0.9499	0.8631	0.8800	0.9115	0.8664	0.9037	0.8879	0.8157	0.8550	0.9511	0.8103	0.8987	0.9317	0.9552	0.8270	0.9275	0.8125	0.7178	0.9671	0.8636	0.9216	0.8921	0.8071	0.8593	1.0043	0.8695	0.9902	0.9452	0.8533	0.8427	0.8142	0.7355	0.8286	0.8297	0.8972	0.7710	0.7822	0.7853	0.7596	0.7443	0.7703	0.6960	0.8828	0.9167	0.8726	0.8177
CLUG_04489	0.8866	0.8270	0.8797	0.8622	0.8814	0.9554	0.8167	0.8759	0.8858	0.8761	0.9113	0.8664	0.8347	0.8776	0.8765	0.7553	0.8419	0.8578	0.9235	0.9329	0.8304	0.9251	0.8415	0.7059	0.8815	0.8450	0.9190	0.8606	0.7957	0.8556	0.9542	0.9377	0.8886	0.8764	0.8857	0.8980	0.9435	0.6919	0.7130	0.7851	0.8466	0.8033	0.7849	0.6980	0.6958	0.7268	0.7215	0.7180	0.8333	0.8988	0.9081	0.8205
CLUG_04490	0.8893	0.8633	0.8978	0.9336	0.9027	0.9561	0.9126	0.9337	0.8900	0.9125	0.8865	0.9352	0.9058	0.9082	0.8664	0.8461	0.8401	0.8924	0.8461	0.9235	0.8780	0.8810	0.8081	0.7758	0.9265	0.8608	0.9219	0.9255	0.8242	0.8520	0.9466	0.9235	0.9006	0.9342	0.8695	0.8869	0.9072	0.7413	0.7602	0.7653	0.8786	0.8592	0.8463	0.7359	0.7633	0.7944	0.7640	0.6986	0.8151	0.8838	0.9025	0.8352
CLUG_04491	0.9927	0.9723	0.9941	0.9531	1.0094	1.0182	0.9823	1.0059	0.9558	1.0072	1.0509	1.0257	0.9932	0.9904	0.9866	1.0153	0.9499	0.9556	0.9247	0.9988	0.9603	1.0011	0.9750	0.8752	1.1155	0.9934	1.1078	1.0861	0.9499	1.0427	1.1079	1.1068	1.1135	1.0600	0.9665	1.0316	0.9857	0.7394	0.7618	0.8648	0.9255	0.8528	0.8325	0.8188	0.8050	0.8050	0.8371	0.7743	0.8582	1.0790	1.0215	0.8902
CLUG_04492	0.9679	0.9337	0.8938	0.9091	0.9434	0.9479	1.0201	0.9199	1.0704	0.9576	1.0075	0.9191	0.8696	0.9498	0.9014	0.9466	0.9229	0.9394	0.8705	0.9899	0.9495	0.9130	0.8342	0.7489	0.9425	0.8959	0.9407	0.9657	0.8615	0.8896	1.0050	0.9471	0.9372	0.9340	0.9371	0.8995	0.8494	0.7102	0.7706	0.8005	0.9571	0.8134	0.8342	0.8065	0.7644	0.7988	0.7479	0.7503	0.8342	0.9480	0.9444	0.8169
CLUG_04493	0.9387	0.8840	0.8675	0.9411	0.8773	0.9114	0.8629	0.8945	0.9207	0.9357	0.9907	0.9457	0.8860	0.8933	0.9161	0.8717	0.8737	0.8641	0.8549	0.9273	0.8889	0.8663	0.8869	0.7564	0.9091	0.8807	0.9126	0.8969	0.8414	0.8115	0.9564	0.9008	0.9506	0.9512	0.9064	0.8866	0.7363	0.7204	0.7546	0.7709	0.8640	0.7981	0.8385	0.7733	0.7572	0.7596	0.7427	0.7217	0.8689	0.8766	0.8793	0.8504
CLUG_04494	0.9665	0.9261	1.0143	0.8737	0.9031	0.9260	0.8914	1.0075	0.9880	0.9293	1.0018	0.9993	0.9094	0.9663	0.9173	0.9912	0.9055	0.8844	0.8781	0.9730	0.9540	0.9313	0.9391	0.7262	0.9660	0.9419	0.9483	0.9532	0.9417	0.9365	1.0147	0.9704	1.0447	0.9759	0.8339	0.9629	0.8880	0.7656	0.7434	0.8593	0.9639	0.9072	0.8593	0.8135	0.8055	0.8104	0.8337	0.7755	0.9132	0.9831	0.9721	0.9096
CLUG_04495	0.8912	0.8630	0.8982	0.9005	0.9214	0.9344	0.9255	0.9520	0.9015	0.9125	0.9421	0.9687	0.8726	0.9446	0.9114	0.8726	0.9715	0.9339	0.9100	0.9343	0.8561	0.8306	0.8503	0.7386	0.9362	0.8493	0.8816	0.9447	0.8172	0.8973	0.8870	0.9019	0.9352	0.8892	0.9099	0.8887	0.8775	0.7062	0.7539	0.7874	0.8666	0.8303	0.8399	0.7622	0.7741	0.7950	0.7633	0.7509	0.8021	0.9057	0.9217	0.8899
CLUG_04496	0.8978	0.8714	0.8279	0.8901	0.9462	0.9432	0.8472	0.9542	0.9289	0.8893	0.9259	0.8749	0.9138	0.8928	0.9112	0.8818	0.8046	0.8268	0.9494	0.9482	0.8613	0.8550	0.8698	0.7144	0.9282	0.8871	0.9132	0.8757	0.7710	0.8606	0.9431	0.8950	0.9075	0.8783	0.8567	0.9168	0.8063	0.6907	0.7837	0.7699	0.9261	0.8242	0.8478	0.7550	0.7553	0.7795	0.7831	0.7184	0.8466	0.8916	0.9230	0.8717
CLUG_04497	0.8969	0.8650	0.9173	0.8088	0.8486	0.8993	0.8981	0.8797	0.9203	0.8908	0.9708	0.9322	0.8315	0.8438	0.8754	0.8476	0.8462	0.8378	0.8259	0.9075	0.8605	0.9358	0.8479	0.8130	1.0204	0.8875	0.8939	0.9086	0.8355	0.9153	0.9486	0.8839	0.9325	0.9527	0.9020	0.9293	1.0061	0.7043	0.7740	0.8469	0.9430	0.8595	0.8871	0.7713	0.7572	0.7997	0.7727	0.6903	0.8852	0.9436	0.9446	0.8786
CLUG_04498	0.8358	0.8829	0.9312	0.8846	0.9134	0.8657	0.8237	0.8753	0.8929	0.8515	0.8309	0.8173	0.9689	0.8672	0.8734	0.8656	0.8140	0.8608	0.7979	0.8681	0.8385	0.8450	0.7888	0.7713	0.8615	0.7867	0.8624	0.8058	0.7251	0.8280	0.8893	0.8596	0.8798	0.8697	0.7885	0.8218	0.8500	0.6505	0.6606	0.7247	0.8544	0.7729	0.7758	0.6970	0.7331	0.6838	0.7474	0.6564	0.7612	0.8594	0.8682	0.8117
CLUG_04499	0.9227	0.8923	0.9194	0.8894	0.9585	0.8902	0.8645	0.9917	0.9072	0.9307	0.9266	0.9485	1.0214	0.9128	0.9110	0.9093	0.8837	0.9260	0.9010	0.9600	0.8830	0.8935	0.8493	0.8024	0.9138	0.8887	0.9550	0.9299	0.9176	0.8971	0.9709	0.9298	0.9881	0.9586	0.9126	0.9480	0.9613	0.7562	0.7788	0.8427	0.9284	0.8618	0.8731	0.8292	0.8001	0.8266	0.8214	0.7487	0.8840	0.9594	0.9483	0.8953
CLUG_04500	0.9373	0.9286	0.9231	0.9016	0.9461	0.9680	0.9192	0.9287	0.9414	0.9870	1.0312	0.9383	0.9083	0.9302	0.9681	0.9914	0.8713	0.9311	0.9289	0.9590	0.8937	0.9194	0.9118	0.8089	0.9314	0.9017	0.9024	0.9271	0.8465	0.9028	0.9313	0.9543	0.9560	0.9570	0.8982	0.9150	0.8181	0.7178	0.7386	0.8053	0.9077	0.8460	0.8388	0.7733	0.7473	0.7884	0.7589	0.7327	0.8514	0.9399	0.9310	0.8806
CLUG_04501	0.9200	0.8366	0.9162	0.8751	0.9683	0.9555	0.8393	0.8522	0.9034	0.9304	0.9006	0.9142	0.8823	0.8638	0.9408	0.8962	0.8783	1.0006	0.8893	0.9154	0.8139	0.9199	0.8603	0.7366	0.9127	0.8507	0.8883	0.8980	0.8018	0.9271	0.9228	0.9712	0.9139	0.9294	0.9348	0.9478	0.7963	0.6482	0.7102	0.7752	0.8936	0.8316	0.8101	0.7371	0.7013	0.7669	0.7796	0.6884	0.8129	0.9235	0.9548	0.8923
CLUG_04502	0.8922	0.8594	0.9053	0.9005	0.9314	0.9049	0.8976	0.9496	0.8822	0.9374	0.9868	0.9239	0.9202	0.9158	0.9136	0.8877	0.8831	0.9302	0.9187	0.9174	0.8426	0.9120	0.9326	0.8376	0.9280	0.8646	0.8850	0.9124	0.8246	0.9043	0.9524	0.9573	0.9091	0.9202	0.8988	0.8956	0.8688	0.7235	0.7585	0.8156	0.8857	0.8674	0.8141	0.7645	0.7688	0.7765	0.8151	0.7246	0.8206	0.9459	0.9295	0.8711
CLUG_04503	0.9415	0.9981	0.9308	1.0481	1.0321	0.8869	0.8667	0.9420	0.8995	0.9410	0.8596	0.9867	0.9637	0.9374	0.9992	0.9594	0.9136	1.0260	0.8456	0.9880	0.8773	0.9509	0.9775	0.8551	0.9811	0.9200	0.8967	0.9155	0.8645	0.8524	1.0096	0.9797	0.9832	0.9267	0.8821	0.9262	0.8063	0.7233	0.7697	0.8124	0.9394	0.8341	0.8446	0.8220	0.7616	0.7532	0.7603	0.7117	0.8569	0.9234	0.9758	0.8705
CLUG_04504	0.8573	0.9329	0.8958	0.9187	0.9442	0.9552	0.9148	0.9294	0.9329	0.9250	0.9223	0.8991	0.8985	0.8847	0.9169	0.8775	0.9483	0.8723	0.8678	0.9559	0.9304	0.8966	0.8916	0.8193	0.9206	0.9111	0.9297	0.9199	0.8408	0.8698	0.9392	0.9470	0.9630	0.8794	0.9215	0.9069	0.8985	0.7054	0.7580	0.7568	0.8874	0.8559	0.8118	0.7810	0.7762	0.7704	0.8048	0.7085	0.8182	0.9151	0.9430	0.8496
CLUG_04505	0.9430	0.9504	0.9206	0.9778	0.9621	1.0094	0.9603	0.9324	0.9436	0.9576	0.9805	0.9280	0.9507	0.9495	0.9619	0.9498	0.9974	0.9339	0.9456	0.9654	0.9417	0.9901	0.9777	0.8105	0.9765	0.9329	0.9435	0.9292	0.9021	0.8915	0.9390	0.9388	0.9195	0.9736	0.8905	0.9042	0.8423	0.6905	0.7714	0.7999	0.9126	0.8423	0.8627	0.7692	0.7325	0.7889	0.8182	0.7399	0.8628	1.0161	0.9424	0.8476
CLUG_04506	0.9909	0.9374	0.9411	0.9345	0.9328	0.9896	0.9847	0.9426	0.9815	0.9800	0.9289	0.9175	0.8752	0.9143	0.9449	0.9284	0.8700	0.9368	0.9736	0.9527	0.8541	0.8971	0.8446	0.8417	0.9948	0.9195	0.9704	0.9399	0.8586	0.8907	0.9927	0.9614	0.9464	0.9735	0.8867	0.9270	0.9426	0.6918	0.8066	0.8646	0.9615	0.8368	0.8848	0.8030	0.7506	0.8181	0.8309	0.7520	0.8979	0.9158	0.9407	0.8905
CLUG_04507	0.9877	0.9012	0.8239	0.8729	0.9073	0.9750	0.8464	1.0044	0.9073	0.9324	0.9641	0.9298	0.9208	0.8757	0.9044	0.9102	0.8446	0.9636	0.9732	0.9199	0.8914	0.9179	0.9764	0.7790	0.9529	0.9265	0.9056	0.9348	0.8269	0.8403	0.9483	0.9206	0.9161	0.8965	0.8355	0.9068	0.8676	0.6852	0.7596	0.8181	0.9613	0.8608	0.8195	0.7842	0.6857	0.7792	0.7741	0.6898	0.8540	0.9627	0.9648	0.8568
CLUG_04508	1.0402	0.9318	1.0089	0.9322	0.9595	0.9560	0.9438	0.9618	0.9436	1.0621	1.0146	0.9649	0.9540	0.9973	0.9735	1.0536	0.9013	1.0014	0.9074	1.0003	0.9541	0.9889	0.9975	0.8671	1.0228	0.9889	1.0452	0.9620	0.9072	1.0250	1.0743	1.0115	0.9961	1.0238	0.9499	0.9637	1.1521	0.7453	0.8040	0.8599	1.0102	0.8763	0.9217	0.8613	0.8528	0.8516	0.8973	0.7601	0.9457	0.9859	1.0293	0.9758
CLUG_04509	0.9783	0.8985	0.9710	0.8587	0.9113	0.9354	0.9061	0.9247	0.8988	0.9412	0.9455	0.9162	0.9117	0.8731	0.9536	0.8144	0.8692	0.8877	0.7940	0.9389	0.8579	0.9126	0.8265	0.7589	0.9610	0.8515	0.9311	0.9063	0.8286	0.9108	0.9608	0.9575	0.8931	0.8784	0.8831	0.8938	0.8709	0.7075	0.7007	0.8041	0.9321	0.8242	0.8584	0.7492	0.7442	0.7542	0.7934	0.6969	0.8458	0.9326	0.9062	0.8737
CLUG_04510	0.9948	0.8985	0.8596	0.7839	0.8694	0.9511	0.8071	0.8762	0.9426	0.8820	0.8886	0.8989	0.7829	0.7926	0.8292	0.7138	0.8420	0.8320	0.7989	0.8669	0.8531	0.9264	0.8727	0.7303	0.9543	0.9042	0.9320	0.9805	0.8924	0.8819	0.9159	0.9142	0.9816	0.9986	0.8687	0.9767	1.1729	0.7681	0.7799	0.8006	0.9554	0.8799	0.8232	0.8196	0.8087	0.8141	0.7619	0.6998	0.8740	0.9290	0.9589	0.8938
CLUG_04511	0.8657	0.8048	0.7775	0.8015	0.8366	0.9360	0.9271	0.8145	0.8507	0.8815	0.8337	0.8715	0.7662	0.7937	0.8094	0.7315	0.7866	0.8964	0.8131	0.8825	0.7880	0.8560	0.8107	0.6909	0.9380	0.8764	0.9054	0.9111	0.8229	0.8484	0.9249	0.9001	0.8823	0.8785	0.8763	0.8998	1.0246	0.6646	0.7037	0.7915	0.8806	0.8417	0.8071	0.7876	0.7627	0.7525	0.7440	0.6743	0.8199	0.8711	0.9020	0.8360
CLUG_04512	0.9844	0.8695	0.9209	0.9316	1.0125	0.8839	0.9463	0.8327	0.9088	0.9529	0.9908	0.9037	0.9816	0.9013	0.8949	0.8268	0.8404	0.9800	0.9190	0.9762	0.7474	0.9711	0.9083	0.7598	1.0616	0.9168	0.8671	0.9070	0.8682	0.9162	0.9799	0.9269	0.9539	0.9685	0.8697	0.9317	0.9045	0.7528	0.8003	0.8684	0.9217	0.8921	0.8068	0.8127	0.7753	0.7997	0.8186	0.6758	0.9362	0.9637	0.9689	0.9378
CLUG_04513	0.9495	0.8247	0.9066	1.0016	0.9274	0.9327	0.9360	0.8470	1.0419	1.0135	0.9334	0.8297	0.9463	0.8941	0.9043	0.8356	0.8235	0.9880	0.9335	0.9834	0.7407	0.8448	0.9330	0.8061	1.0030	0.9194	0.8798	0.8956	0.8971	0.9335	0.9879	0.9795	0.9721	0.9640	0.9262	0.9520	0.9215	0.7883	0.7767	0.8376	0.8591	0.8807	0.8213	0.7682	0.8037	0.8030	0.8197	0.6946	0.9302	1.0426	0.9512	0.9173
CLUG_04514	0.8071	0.7665	0.9322	0.9358	0.7185	0.7496	0.7028	0.7464	0.8343	0.7285	0.7874	0.6445	0.7832	0.7855	0.9086	0.9138	0.7595	0.9755	0.8194	0.8807	0.7636	0.9000	0.8505	0.6949	0.7915	0.8540	0.6691	0.8278	0.8459	0.7436	0.8213	0.9185	0.7829	0.9419	0.8144	0.8224	0.8823	0.6715	0.7293	0.7285	0.7077	0.7329	0.7127	0.6874	0.5663	0.6847	0.7492	0.6613	0.8413	0.9159	0.7895	0.8147
CLUG_04515	0.9540	0.9012	0.9357	0.9092	0.9592	0.9479	0.9659	0.9413	0.9365	0.9568	0.9134	0.9663	0.9056	0.9225	0.9448	0.9711	0.9138	0.9339	0.9219	0.9528	0.8889	0.9271	0.9206	0.8570	0.9888	0.8766	0.9364	0.9192	0.8958	0.8979	0.9952	0.9543	0.9630	0.9505	0.9074	0.9260	0.8776	0.6902	0.7529	0.8048	0.9042	0.8302	0.8719	0.7629	0.7599	0.7855	0.7995	0.6983	0.8361	0.9490	0.9070	0.8584
CLUG_04516	0.9723	0.9155	1.0778	0.9045	0.9900	0.9771	1.0644	0.9259	0.9058	0.9663	0.9173	0.9481	0.8996	0.9017	0.9984	0.9574	0.9286	0.9269	0.9826	1.0206	0.8829	0.9600	0.8478	0.8290	1.0213	0.8949	0.9958	0.9267	0.9140	0.9052	0.9876	0.9238	1.0142	0.9933	0.8978	0.9551	0.9914	0.7499	0.7636	0.8463	0.9391	0.8750	0.8890	0.7912	0.8012	0.8332	0.8539	0.7722	0.8707	0.9823	0.9814	0.8934
CLUG_04517	1.0202	0.9513	0.9688	0.9809	1.0390	0.9844	0.9712	1.0013	0.9806	0.9966	1.0261	0.9748	0.9636	0.9907	0.9910	0.9473	0.9724	0.9980	0.8968	1.0412	0.9780	0.9898	0.9405	0.8000	1.0137	0.9224	0.9887	0.9835	0.8873	0.9573	1.0320	0.9999	1.0044	0.9877	0.9411	0.9593	0.8869	0.7327	0.7780	0.8297	0.9354	0.8699	0.9088	0.8003	0.7745	0.8011	0.8253	0.7380	0.8864	0.9805	0.9722	0.9046
CLUG_04518	1.0115	0.9912	0.9544	0.8952	0.9017	0.9644	0.9630	0.9207	1.0208	0.9388	0.9032	0.9258	0.9933	0.9016	0.9733	0.8719	0.9365	0.9396	0.9118	0.9777	0.8834	0.9413	0.8332	0.7695	1.0337	0.9061	0.9751	0.9653	0.9160	0.9370	1.0013	0.9537	1.0090	1.0319	0.9821	0.8940	1.0467	0.6960	0.7647	0.8297	0.9696	0.8553	0.8753	0.8603	0.7980	0.8164	0.8166	0.7519	0.9344	1.0264	0.9943	0.8931
CLUG_04519	0.8418	0.8332	0.8780	0.8176	0.8662	0.8212	0.8763	0.9239	0.9080	0.9468	0.8266	0.9200	0.8360	0.8460	0.8257	0.7960	0.8506	0.9255	0.8204	0.8830	0.7892	0.8023	0.8423	0.6736	0.9723	0.8257	0.9074	0.9256	0.8390	0.8312	0.9293	0.9759	0.8950	0.9114	0.8167	0.8651	0.8739	0.7055	0.7276	0.6943	0.8486	0.8023	0.8506	0.6937	0.7331	0.7176	0.7590	0.6772	0.8055	0.9070	0.9142	0.8408
CLUG_04520	1.0064	0.8838	1.0051	0.9103	1.0547	0.9352	1.0172	0.9318	1.0584	0.9939	0.9818	1.0218	0.9263	0.9670	0.9669	0.9059	0.9073	1.0542	0.9724	1.0027	0.8548	0.8952	0.9247	0.8082	0.9626	0.9493	0.9438	0.9485	0.8783	0.9577	1.0663	1.0389	0.9927	1.0010	0.9351	0.9267	0.9976	0.7022	0.8041	0.8423	0.8989	0.8199	0.8834	0.7710	0.7789	0.8116	0.8131	0.6938	0.8888	0.9598	0.8816	0.8707
CLUG_04521	0.9910	0.8034	0.8184	0.7678	0.9207	1.1068	0.8658	1.1403	0.8721	1.0904	0.9542	1.0545	0.9704	0.9544	1.0021	0.8926	1.0063	0.9425	0.9435	1.0311	0.9056	0.9578	0.9540	0.8430	1.0481	0.9529	0.9910	0.9817	0.9826	0.9282	1.0854	0.9781	0.9674	1.0005	0.9534	0.9845	0.8640	0.7198	0.7344	0.9004	0.9659	0.9053	0.8495	0.8349	0.7905	0.7982	0.8230	0.6317	0.9065	0.9739	0.9449	0.8453
CLUG_04522	0.8042	0.9257	1.0863	0.9478	1.1312	0.9677	1.3334	0.9057	0.9763	1.0376	0.9524	0.9707	0.8775	0.9473	0.9831	1.1175	0.8648	0.8558	0.9211	0.9116	0.9029	0.9025	1.0318	0.7784	1.0248	0.9463	0.9344	0.9928	0.8937	1.0108	0.9895	1.0168	0.9264	1.0400	0.8307	1.0697	0.7956	0.7373	0.8336	0.9073	0.9031	0.8788	0.8302	0.8046	0.8179	0.7928	0.8142	0.7233	0.8770	0.9860	0.9596	0.8672
CLUG_04523	0.9950	1.0330	0.9840	0.9713	1.0112	1.0147	1.0573	1.0141	0.9449	0.9729	1.0180	0.9925	0.9764	1.0072	1.0147	1.0587	0.9930	0.9562	0.9237	1.0290	0.9367	0.9727	0.9048	0.8033	1.0628	0.9768	1.0413	0.9885	0.9146	0.9690	1.0481	1.0241	1.0468	1.0001	0.9603	0.9909	0.9691	0.7656	0.7975	0.8545	0.9330	0.9039	0.9400	0.8381	0.7836	0.8401	0.8054	0.7379	0.9052	1.0110	1.0071	0.8944
CLUG_04524	0.9566	0.8769	0.9489	0.9618	1.0284	0.9234	1.0005	0.9458	0.8715	0.9283	1.0209	1.0465	0.9270	0.9538	0.9573	0.9340	0.8829	0.9422	0.9520	0.9936	0.8945	0.9989	0.8664	0.7735	0.9513	0.9286	0.9131	0.9117	0.8690	0.8996	1.0123	0.9664	0.9238	0.9679	0.9213	0.9237	0.8624	0.7034	0.6737	0.7532	0.8818	0.8462	0.8806	0.7114	0.7221	0.7638	0.7270	0.6226	0.8558	0.9725	0.9472	0.8667
CLUG_04525	0.9573	0.8345	0.9312	0.8891	1.0019	0.9470	1.0400	0.9753	0.9285	0.9476	0.9591	0.8874	0.9655	0.9746	0.9711	0.9175	0.8684	0.8879	0.9184	0.9909	0.8845	0.8849	0.9107	0.8035	1.0205	0.9138	0.9643	0.9469	0.8562	0.9202	1.0337	0.9576	0.9891	0.9609	0.9574	0.8969	0.8841	0.6809	0.7376	0.8229	0.9204	0.8535	0.9074	0.7635	0.7318	0.8055	0.7868	0.6675	0.8574	0.9671	0.8951	0.9112
CLUG_04526	1.1397	0.9304	1.0246	1.0518	0.9625	1.0847	1.0021	1.0040	1.0751	0.9318	1.0077	1.0216	1.0485	1.0745	1.0655	0.9381	1.0532	1.0464	0.8991	1.1175	0.9918	1.0575	0.9852	0.8672	1.0620	0.9441	0.9666	1.0372	0.9134	0.9374	1.0257	1.0443	1.0097	1.0358	1.0372	0.9940	0.9435	0.7273	0.8244	0.8455	0.9747	0.9461	0.8951	0.8895	0.8275	0.8079	0.8775	0.7289	0.9077	0.9966	1.0201	0.9262
CLUG_04527	1.0930	0.9899	0.9932	0.9494	1.0241	0.9737	0.9809	1.0134	1.0926	1.0366	1.0909	0.9482	0.9702	1.0352	0.9967	0.9700	0.9855	1.0445	0.9826	1.0766	0.9219	0.9809	0.9231	0.8111	1.0594	0.9441	0.9946	1.0240	0.8826	0.9181	1.0507	0.9792	1.0086	1.0047	0.9056	0.9256	0.9587	0.7010	0.7419	0.8488	0.9783	0.8917	0.9246	0.8156	0.7965	0.7624	0.7844	0.7059	0.8500	1.0251	0.9617	0.9013
CLUG_04528	0.9685	1.0376	0.9365	0.9492	1.1665	0.9424	1.0437	1.1022	1.0461	0.9649	1.0163	1.0403	1.0412	0.9854	1.0356	1.0052	0.9550	0.9788	0.9994	1.0984	0.9620	1.0610	1.0016	0.8291	0.9914	0.9425	0.9678	1.0008	0.9346	1.0143	1.0619	1.0104	1.0130	0.9728	0.8875	0.9487	0.8553	0.6838	0.7431	0.7930	0.9437	0.8777	0.8978	0.7840	0.7575	0.7994	0.7867	0.6578	0.8686	1.0121	1.0054	0.8750
CLUG_04529	1.0380	0.9557	1.0168	0.8552	0.9973	1.0931	1.0684	1.0311	1.0406	1.0437	0.9532	1.0404	0.9610	1.0548	1.0027	0.9735	0.9483	1.0547	0.9571	1.0287	0.9451	0.9486	0.9278	0.8375	1.0438	0.9468	0.9942	0.9723	0.9894	0.9769	1.0388	1.0272	0.9673	0.9579	0.9907	0.9175	0.9388	0.6697	0.7987	0.8228	0.9624	0.9154	0.9278	0.7743	0.8012	0.7839	0.7621	0.7077	0.8881	1.0219	1.0049	0.8926
CLUG_04530	1.0155	0.9089	0.9144	1.0190	1.0183	0.9835	1.1075	0.9309	1.0438	0.9962	1.0073	1.0140	1.0087	0.9849	1.0360	1.0883	0.9624	0.9188	0.9961	1.0317	0.9087	0.9347	1.0039	0.7872	1.0864	0.8696	0.9662	0.9529	0.8900	1.0133	0.9541	0.9940	0.9713	0.9337	0.9563	0.9874	0.7974	0.6772	0.6898	0.8226	0.9166	0.8798	0.8870	0.7199	0.7162	0.7674	0.8157	0.7083	0.7983	0.9118	0.9166	0.9230
CLUG_04531	0.9618	0.9536	0.9858	1.0524	0.9634	0.9761	0.9768	0.9424	0.9514	0.9904	0.9556	0.9882	0.9474	0.9481	0.9439	1.0616	1.0231	0.9260	0.8916	1.0310	0.9180	0.9324	0.8836	0.8595	1.0211	1.0006	0.9677	0.9438	0.8701	0.9696	1.0519	0.9870	1.0082	0.9455	0.9362	0.9480	0.8468	0.7690	0.7340	0.8163	0.8405	0.8794	0.8916	0.7626	0.7657	0.7490	0.7957	0.7063	0.8631	0.9333	0.9947	0.8776
CLUG_04532	0.9473	0.9420	0.9479	0.9502	0.9806	1.0579	0.9979	1.0410	1.0329	0.9985	0.9797	1.0004	1.0405	0.9127	1.0015	1.0230	0.9764	0.9534	0.9743	1.0173	0.9111	0.9202	0.9920	0.7875	1.0302	0.8886	0.9690	0.9148	0.8731	0.9352	0.9875	1.0005	0.9843	0.9322	0.9117	0.9192	0.8012	0.6826	0.6880	0.8242	0.9133	0.8125	0.8908	0.7392	0.7532	0.7691	0.7483	0.6419	0.8505	1.0102	0.9440	0.8550
CLUG_04533	1.1694	1.1045	0.9206	1.0766	1.0525	1.0473	1.0495	0.9088	1.0436	1.1134	1.0029	1.1006	0.9274	1.0989	1.0243	1.1202	0.7428	0.9486	1.0202	1.0260	0.9515	0.9680	0.8657	0.8157	0.9696	0.9980	0.9820	1.0786	0.9265	1.0378	1.0997	1.0730	1.0556	1.0047	0.9213	0.9286	0.7449	0.6874	0.8393	0.8304	0.9634	0.8160	0.9069	0.7682	0.7910	0.7957	0.8280	0.7101	0.8190	1.0116	1.0127	0.8774
CLUG_04534	0.9272	0.9002	0.9149	0.9346	1.0031	0.9306	0.9595	0.8331	0.9661	0.9001	1.0023	0.9343	0.9068	0.8663	0.8882	0.9732	0.8502	0.9493	0.9565	0.9476	0.8728	0.8902	0.9498	0.7150	0.9789	0.9466	0.9752	0.9397	0.8806	0.8891	0.9637	0.9568	0.9493	0.9514	0.9353	0.9024	0.7886	0.6764	0.7077	0.7625	0.9091	0.8476	0.8571	0.7505	0.7581	0.8099	0.7504	0.6907	0.8297	0.9429	0.9199	0.8475
