GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_05280	0.9666	0.9561	0.8427	0.9201	0.9924	0.8845	0.9329	0.9106	0.9016	1.0340	0.9873	1.0467	0.9846	0.9398	0.9404	0.9073	0.9773	0.9830	1.0573	0.8796	0.9772	1.0137	1.0460	0.9961	1.2481	1.3207	1.2630	1.2621	1.3107	1.2976	1.2154	1.1400	1.1428	1.3317	1.2052	1.1795	1.7001	1.4722	1.4906	1.4469	1.6808	1.1049	1.2460	1.1841	1.1463	1.3907	1.3324	1.3961	1.4498	1.3803	1.4343	1.2500	1.1270	1.1728	1.2432
CLUG_05281	0.9089	0.9323	0.7809	1.0245	0.9930	0.8633	0.8279	1.0849	0.8413	0.9563	0.8788	0.8706	0.9930	0.9590	0.8878	0.9232	0.9839	0.8512	0.8949	0.8448	0.8208	0.9896	0.9917	1.1469	1.0213	1.1030	1.0654	1.0599	1.1012	1.1051	0.9789	1.0615	0.9820	1.0991	1.0467	1.0313	0.9657	0.8288	1.0228	1.1452	1.1427	0.8768	1.0257	0.9592	0.9695	1.2144	1.0046	1.1236	1.0618	1.0414	1.0785	0.9436	0.9944	0.9636	0.9390
CLUG_05282	1.0493	1.0727	1.0858	1.1091	1.0428	0.9198	0.9700	1.0747	1.1458	1.1017	1.0726	1.1214	1.0574	1.1263	1.1055	1.0745	1.1012	1.0499	1.1538	1.0149	0.9966	1.0852	1.0702	1.2092	1.2322	1.2600	1.2223	1.2324	1.2815	1.1847	1.1625	1.1588	1.1268	1.2637	1.1620	1.1122	1.1605	1.0772	1.3904	1.3688	1.5375	1.1163	1.2559	1.2247	1.1699	1.4788	1.3208	1.3752	1.3822	1.3620	1.4157	1.2311	1.1586	1.1587	1.2222
CLUG_05283	1.1237	1.1154	0.9795	1.0471	1.1087	0.9606	0.9850	1.1954	1.1678	1.1722	1.0627	1.2253	1.1165	1.0949	1.0614	1.0872	1.2243	1.0711	1.2620	1.0290	1.0639	1.1105	1.1424	1.2052	1.2955	1.3541	1.2338	1.2407	1.3444	1.2467	1.1899	1.2072	1.2391	1.2603	1.1869	1.2146	1.1177	1.1203	1.4266	1.4398	1.6710	1.1779	1.3274	1.3025	1.1255	1.4621	1.3640	1.4435	1.3548	1.4135	1.5407	1.3031	1.1835	1.1958	1.2598
CLUG_05284	1.1010	1.0436	0.9797	1.0527	1.1578	0.8960	0.9958	1.0997	1.1647	1.1515	1.0559	1.1412	1.0719	1.0434	1.0635	1.1406	1.1985	1.1035	1.2361	1.0293	1.0971	1.0789	1.1034	1.3164	1.2319	1.3170	1.2461	1.2206	1.3355	1.2940	1.2172	1.2168	1.2145	1.2595	1.2103	1.1976	1.2666	1.1787	1.4178	1.4693	1.6093	1.1717	1.3132	1.2063	1.1813	1.4829	1.3788	1.3778	1.3889	1.4123	1.5256	1.3138	1.1993	1.1458	1.2499
CLUG_05285	0.9519	0.9278	1.0193	1.0754	1.0194	0.9481	0.9448	1.0944	1.0618	1.1546	1.0277	1.1558	1.1048	1.0581	1.0874	1.1091	1.1711	1.0241	1.2390	1.0057	1.0383	1.0691	1.1654	1.2306	1.2403	1.3393	1.2711	1.1984	1.2755	1.2815	1.1721	1.2022	1.1657	1.2884	1.1647	1.1776	1.1953	1.1675	1.4312	1.3645	1.5811	1.1881	1.2685	1.2147	1.1542	1.4686	1.3388	1.3831	1.4010	1.3652	1.5067	1.1899	1.1790	1.1824	1.2458
CLUG_05286	1.0606	1.0169	1.0146	1.0734	1.0039	0.9728	0.9803	1.0698	1.0992	1.1544	1.0271	1.1211	1.1038	1.0572	1.0467	1.0700	1.0502	1.0653	1.1610	1.0303	0.9717	1.0840	1.1191	1.1798	1.2693	1.3311	1.2543	1.2139	1.3640	1.2480	1.1675	1.1895	1.2126	1.2955	1.1779	1.1678	1.3791	1.2604	1.4203	1.3843	1.5992	1.1840	1.2995	1.2434	1.1263	1.4373	1.3934	1.4156	1.4025	1.3970	1.4985	1.2873	1.1807	1.1859	1.2546
CLUG_05287	1.1485	1.0427	0.9976	1.0793	1.0555	1.0661	0.9847	1.0838	1.1466	1.1637	1.0797	1.1127	1.1943	1.0951	1.0781	1.1201	1.2070	1.0879	1.2100	1.0512	1.1063	1.1481	1.1598	1.1608	1.2931	1.3114	1.2443	1.2005	1.2923	1.1841	1.2303	1.1910	1.2023	1.2345	1.1653	1.1432	1.1375	1.0513	1.3546	1.4297	1.5977	1.1533	1.3278	1.2248	1.1562	1.4368	1.3468	1.3803	1.3726	1.3789	1.5053	1.2680	1.1748	1.1609	1.2519
CLUG_05288	1.1622	1.0683	0.9892	1.1327	1.1342	0.9972	1.0111	1.1195	1.1406	1.2458	1.1040	1.1808	1.1526	1.1076	1.1368	1.0901	1.1339	1.0820	1.2715	1.0469	1.0548	1.1497	1.1233	1.1825	1.2001	1.2928	1.2773	1.2180	1.3230	1.2471	1.2284	1.2022	1.2139	1.2911	1.2245	1.2014	1.0487	1.0741	1.4246	1.3434	1.5559	1.1629	1.3068	1.2623	1.1785	1.4505	1.3246	1.3906	1.3627	1.3466	1.4418	1.2458	1.1903	1.1639	1.1961
CLUG_05289	1.1673	1.1442	1.1550	1.1548	1.1512	1.0516	1.0339	1.2002	1.1968	1.2471	1.1273	1.2709	1.1653	1.1972	1.1919	1.2266	1.2075	1.1337	1.2324	1.1144	1.0985	1.1260	1.1935	1.2157	1.3152	1.4235	1.3070	1.2627	1.3907	1.3064	1.2749	1.2223	1.3046	1.3760	1.2287	1.2664	1.3515	1.2537	1.5032	1.4295	1.6665	1.2139	1.3937	1.2829	1.2236	1.4935	1.3872	1.4224	1.4580	1.4181	1.5566	1.2845	1.2341	1.2216	1.2720
CLUG_05290	1.0341	1.0562	0.9972	1.0439	1.1560	0.9837	1.0679	1.1002	1.0842	1.1550	1.0384	1.1443	1.1084	1.0659	1.0530	1.1489	1.1480	1.0824	1.1128	1.0371	1.0273	1.1128	1.1297	1.1809	1.2816	1.2770	1.2458	1.1909	1.2855	1.2629	1.1522	1.1850	1.2047	1.2607	1.1222	1.1876	1.1382	1.0748	1.3636	1.3364	1.5039	1.1259	1.2903	1.2228	1.0741	1.4051	1.3406	1.3415	1.3630	1.3011	1.4161	1.2409	1.1556	1.1633	1.2302
CLUG_05291	1.1244	0.9225	0.9403	0.9737	1.0536	0.8623	0.9505	1.0173	1.0531	1.1102	0.9762	1.1202	0.9903	1.0195	0.9585	0.9397	0.9677	0.9669	1.1000	0.9692	0.9236	1.0078	0.9640	0.9704	1.2647	1.2684	1.1851	1.1924	1.2547	1.1990	1.1304	1.1326	1.1507	1.2252	1.1288	1.0976	1.1295	1.0415	1.2706	1.2823	1.4287	1.0872	1.2490	1.1594	1.0797	1.3341	1.3231	1.3577	1.2537	1.3430	1.3406	1.1539	1.1279	1.1629	1.1303
CLUG_05292	1.1350	0.9400	0.9397	0.9938	1.0560	0.8643	0.9695	1.0355	1.0772	1.1227	0.9911	1.1374	0.9936	1.0319	0.9717	0.9496	0.9751	0.9752	1.1219	0.9801	0.9486	1.0270	0.9802	0.9848	1.2522	1.2769	1.1911	1.1918	1.2663	1.1965	1.1342	1.1349	1.1665	1.2372	1.1297	1.0983	1.1380	1.0569	1.2741	1.2843	1.4309	1.0969	1.2529	1.1645	1.0937	1.3393	1.3297	1.3630	1.2618	1.3504	1.3484	1.1612	1.1246	1.1634	1.1398
CLUG_05293	0.9718	0.9386	0.8589	0.9817	0.9448	0.8841	0.9124	1.0004	1.0348	1.0806	0.9849	1.1259	0.9730	0.9307	0.8982	0.9355	1.0985	1.0476	1.0822	0.9723	0.9943	1.0200	1.0558	1.0308	1.1820	1.2098	1.1525	1.1273	1.2452	1.1760	1.1673	1.0905	1.1227	1.1906	1.1257	1.0830	1.2774	1.1407	1.3361	1.3108	1.4960	1.1110	1.2147	1.1774	1.0751	1.3693	1.2996	1.2946	1.2729	1.2424	1.3688	1.1394	1.0769	1.0945	1.1561
CLUG_05294	1.0201	0.8703	0.8076	0.9389	0.8422	0.8583	0.7917	0.9739	0.9096	1.0236	0.8839	0.9189	0.8816	0.9076	0.8623	0.7936	1.0280	1.0109	1.1185	0.9530	0.7912	0.8840	0.9938	0.9910	1.1031	1.1011	1.1134	1.0503	1.2037	1.0798	1.0957	0.9966	0.9602	1.1280	1.0559	0.9885	1.2216	1.0685	1.1884	1.2842	1.4106	1.0195	1.1404	1.0737	1.0716	1.3539	1.1601	1.2328	1.2193	1.1995	1.1964	1.0751	0.9926	0.9926	1.1998
CLUG_05295	0.6879	0.6393	0.5808	0.6586	0.6454	0.6074	0.6546	0.7285	0.6426	0.7148	0.6346	0.6674	0.6175	0.6214	0.6404	0.6721	0.6772	0.6379	0.7277	0.6225	0.6206	0.6640	0.6575	0.8767	0.8257	0.8821	0.8433	0.7915	0.8693	0.8234	0.7758	0.7812	0.8027	0.8282	0.7443	0.7563	0.7342	0.6892	0.9667	0.9756	1.0429	0.7575	0.8823	0.8399	0.7645	0.9638	1.0125	0.9226	0.9522	0.9384	0.9721	0.8359	0.7685	0.7635	0.8297
CLUG_05296	0.5648	0.5384	0.4827	0.5476	0.5474	0.5277	0.5723	0.6236	0.5496	0.6066	0.5326	0.5597	0.5242	0.5181	0.5296	0.5303	0.5682	0.5461	0.6275	0.5216	0.5332	0.5700	0.5677	0.7892	0.7297	0.7772	0.7380	0.6915	0.7842	0.7271	0.6698	0.6864	0.7020	0.7285	0.6416	0.6672	0.6369	0.5930	0.8731	0.8772	0.9194	0.6746	0.7828	0.7379	0.6629	0.8394	0.9107	0.8196	0.8630	0.8462	0.8926	0.7419	0.6748	0.6757	0.7378
CLUG_05297	0.3454	0.3338	0.3134	0.3162	0.3802	0.3739	0.3805	0.3594	0.3657	0.4101	0.3250	0.3424	0.3555	0.3342	0.3290	0.2878	0.3379	0.3558	0.3550	0.3233	0.3220	0.3869	0.3458	0.4805	0.5348	0.5841	0.5425	0.5143	0.6030	0.5419	0.4843	0.5221	0.5047	0.5098	0.4618	0.4871	0.4575	0.4147	0.7198	0.7355	0.7992	0.5709	0.6688	0.6084	0.5046	0.6289	0.8387	0.6834	0.7573	0.7378	0.7637	0.6165	0.5036	0.5020	0.6241
CLUG_05298	1.0434	1.0390	0.9335	1.0525	1.0168	0.9532	0.9435	1.0515	1.0582	1.1085	1.0808	1.0650	1.0058	1.0063	0.9706	0.9979	1.0503	1.0152	1.1188	1.0228	0.9423	1.0618	1.0599	1.0551	1.2072	1.2181	1.2480	1.2035	1.3177	1.2391	1.1672	1.1246	1.2216	1.2349	1.1369	1.1519	1.2623	1.2102	1.3409	1.3381	1.5072	1.1005	1.2432	1.2126	1.0975	1.3958	1.2893	1.3409	1.3368	1.2901	1.4410	1.1807	1.1447	1.1668	1.1855
CLUG_05299	1.1462	1.1991	0.9774	1.1710	1.0707	1.0010	1.0574	1.1541	1.1520	1.1761	1.0982	1.2275	1.0935	1.1988	1.1488	1.2241	1.2166	1.1104	1.1979	1.1097	1.0599	1.1425	1.1369	1.2312	1.2893	1.3401	1.2423	1.2066	1.2906	1.2514	1.2436	1.1791	1.2171	1.2717	1.1740	1.1916	1.0819	0.9747	1.3598	1.3387	1.5384	1.1202	1.3362	1.2335	1.1324	1.4392	1.3095	1.3645	1.3443	1.3477	1.4439	1.2004	1.1700	1.1507	1.2057
CLUG_05300	1.1354	1.0485	0.9480	1.0841	1.0113	0.9411	1.0105	1.0969	1.0791	1.1563	1.0431	1.1506	0.9939	1.0660	1.1092	1.1550	1.1296	1.0765	1.1837	1.0571	1.0228	1.0334	1.0710	1.1744	1.1941	1.2470	1.2638	1.1676	1.2326	1.2463	1.2120	1.1336	1.1603	1.2201	1.1534	1.1299	1.0776	1.1013	1.3785	1.2917	1.4365	1.0577	1.2992	1.2033	1.1144	1.4027	1.2251	1.3307	1.3036	1.3067	1.3558	1.1481	1.1145	1.1381	1.1581
CLUG_05301	1.0727	1.0704	0.9087	1.2138	1.0924	1.0130	1.0126	1.0329	1.0357	1.0357	1.0795	1.1627	1.1288	1.1289	1.1584	0.9869	1.1444	1.1506	1.0795	0.9900	0.9629	1.1391	1.1173	1.0693	1.2532	1.2302	1.2330	1.2032	1.2877	1.1191	1.1570	1.1562	1.2200	1.2579	1.0847	1.1384	1.1740	1.2047	1.3602	1.3588	1.5824	1.1138	1.2688	1.2469	1.0748	1.3776	1.2702	1.2794	1.3716	1.2473	1.3145	1.2718	1.1189	1.1129	1.1648
CLUG_05302	1.0238	0.9979	0.9576	1.0359	1.1110	0.9186	0.9510	0.9774	1.0793	1.0977	1.0242	1.0379	1.0429	1.0530	1.0204	1.0296	1.0747	1.0430	1.1600	1.0286	0.9374	1.0285	1.0664	1.1288	1.2106	1.2064	1.1770	1.1420	1.2508	1.1781	1.0993	1.0889	1.1493	1.1715	1.0776	1.0889	0.9912	0.9438	1.3402	1.3026	1.3838	1.1039	1.1872	1.1978	1.0518	1.3389	1.2115	1.2656	1.2871	1.2326	1.3356	1.1445	1.1245	1.0860	1.1553
CLUG_05303	1.1068	1.0434	1.0315	1.0684	1.0879	0.9339	0.9859	1.2863	1.1329	1.1364	1.0274	1.0951	1.1132	1.1659	1.0655	1.2175	1.0735	1.0848	1.1890	1.0379	1.0178	1.0705	1.0380	1.1616	1.3610	1.3455	1.3035	1.2190	1.4784	1.2615	1.2493	1.2185	1.2958	1.2899	1.2063	1.2312	1.6252	1.4028	1.5086	1.4922	1.5382	1.2173	1.3962	1.3376	1.2776	1.4955	1.4273	1.4194	1.4269	1.4087	1.5499	1.3126	1.2831	1.2861	1.3125
CLUG_05304	1.0510	1.0780	1.0330	1.1792	1.0241	1.0117	0.9929	1.0741	1.1596	1.2446	0.9899	1.1135	1.0840	1.1294	1.1168	1.0639	1.0770	1.0175	1.4041	1.0334	1.0143	1.1880	1.0936	1.2014	1.3153	1.2837	1.2253	1.1682	1.2726	1.2711	1.1987	1.1277	1.2027	1.2676	1.1109	1.1318	1.0492	1.0326	1.3160	1.4289	1.4740	1.0917	1.2199	1.2223	1.0736	1.4380	1.3106	1.3471	1.3881	1.3752	1.4487	1.1308	1.0927	1.2160	1.1910
CLUG_05305	0.9851	1.0597	1.0581	1.0200	0.9294	1.0655	1.0881	1.0430	1.0754	1.1775	1.1094	1.1457	1.0697	1.1579	1.1273	1.1176	1.2649	1.1138	1.2727	1.0497	0.9479	1.0923	1.1093	1.1421	1.2158	1.2379	1.2622	1.1487	1.2957	1.2870	1.1903	1.2034	1.1822	1.2193	1.1101	1.1258	1.0843	1.0133	1.3146	1.2465	1.4531	1.0047	1.2924	1.2153	1.1090	1.4690	1.2751	1.3380	1.2853	1.2765	1.3834	1.1682	1.1163	1.1692	1.1511
CLUG_05306	0.9979	1.0727	0.9958	0.9859	0.9855	0.9938	0.9504	1.0512	1.0515	1.1093	1.0314	1.0949	1.0683	1.0034	1.0014	1.0534	1.0555	1.0473	1.0455	1.0250	0.9768	1.0193	1.0957	1.1089	1.2125	1.1736	1.1549	1.1165	1.2819	1.2217	1.1705	1.1108	1.1692	1.1868	1.0999	1.1569	1.1232	1.0087	1.2612	1.3447	1.4276	1.1086	1.2701	1.2213	1.0281	1.4032	1.1904	1.3594	1.2895	1.2005	1.3395	1.1510	1.0835	1.1088	1.1915
CLUG_05307	1.0451	0.9350	0.9209	1.0468	1.0446	0.8883	0.9711	1.0018	1.0878	1.1034	1.0168	1.1929	1.0753	1.0898	1.0739	0.9827	1.0008	1.0131	1.1071	0.9890	0.9817	1.1241	1.0718	1.0714	1.2096	1.2431	1.1932	1.1983	1.3024	1.2342	1.1724	1.0959	1.0939	1.1838	1.0773	1.1318	1.2863	1.1409	1.3695	1.2926	1.4842	1.1516	1.2980	1.2027	1.1140	1.3759	1.2489	1.3545	1.2523	1.3226	1.3214	1.2676	1.1327	1.1999	1.1284
CLUG_05308	0.9910	1.0139	0.9498	1.1043	1.0800	0.9779	0.9287	0.9149	1.0142	1.0670	0.9844	1.1288	1.1095	1.0382	1.0436	1.1397	1.0429	1.0178	1.1164	0.9708	0.9351	0.9190	1.0179	1.0590	1.1797	1.2336	1.1716	1.1298	1.1882	1.1684	1.0864	1.0057	1.0639	1.1191	1.1294	1.0419	1.0990	0.9908	1.2324	1.2443	1.4347	1.0474	1.2324	1.1619	1.1070	1.3276	1.1813	1.2985	1.3226	1.3283	1.3543	1.1402	1.0942	1.1327	1.1052
CLUG_05309	0.9834	1.0363	0.9644	1.0599	1.0749	0.9324	1.0016	1.0568	1.0073	1.1274	1.0147	1.1352	1.0096	1.0003	1.0458	1.1060	1.1611	1.0785	1.1813	0.9780	0.9419	1.0119	1.0493	1.1065	1.1919	1.2163	1.1794	1.0935	1.2302	1.1774	1.1478	1.1787	1.1797	1.2153	1.0436	1.0947	0.9882	0.9421	1.3226	1.3200	1.4444	1.1091	1.2610	1.1947	1.0492	1.3418	1.2814	1.3495	1.3155	1.3006	1.3860	1.1729	1.1214	1.0939	1.1782
CLUG_05310	1.0733	0.9584	0.9147	1.0185	0.9988	0.9316	0.8975	0.9798	1.0151	1.0759	0.9573	1.1212	0.9457	1.0359	1.0432	0.9181	1.0521	0.9857	1.1268	0.9558	0.9235	1.0554	1.0410	1.0408	1.2081	1.2126	1.2350	1.1179	1.2233	1.1974	1.1905	1.1090	1.1044	1.1896	1.1465	1.1181	1.2120	1.1674	1.3472	1.2831	1.4726	1.0944	1.2435	1.2077	1.0967	1.3805	1.2488	1.3481	1.2918	1.2961	1.3830	1.1772	1.1844	1.1171	1.1987
CLUG_05311	0.9954	0.9253	0.8848	0.9571	0.9858	0.8703	0.8597	0.9476	0.9875	1.0414	0.9397	1.0911	0.9301	0.9790	1.0066	0.8149	1.1375	0.9299	1.0383	0.9117	0.9521	1.0012	0.9739	1.0479	1.1447	1.1674	1.2014	1.0875	1.2089	1.1794	1.1692	1.0573	1.0074	1.1294	1.1349	1.0842	1.2418	1.2053	1.3850	1.2242	1.4447	1.0629	1.2497	1.1667	1.1095	1.3585	1.1484	1.2978	1.2102	1.2334	1.3422	1.1049	1.0891	1.1074	1.1750
CLUG_05312	1.0382	0.9494	0.8886	1.0538	1.0312	0.9132	1.0462	1.0026	1.0634	1.1053	1.0365	1.1450	1.0612	1.0755	0.9796	1.0297	1.0854	1.0899	1.1888	0.9981	0.9523	0.9507	1.0528	1.0754	1.1551	1.1923	1.2111	1.1571	1.1472	1.1735	1.1337	1.0627	1.1618	1.1857	1.1787	1.1367	1.1206	0.9851	1.2760	1.3004	1.4492	1.0881	1.2012	1.2447	1.0782	1.3667	1.2386	1.3485	1.2656	1.2396	1.3920	1.1609	1.1871	1.1165	1.1808
CLUG_05313	0.8939	0.8972	0.8346	0.9339	0.9380	0.8855	0.9050	1.0119	1.0086	1.0466	0.9570	0.9813	0.9425	0.9172	0.9641	0.9339	1.0125	0.9514	1.0725	0.9198	0.8602	0.9363	0.9893	1.0304	1.1024	1.1218	1.0791	1.0615	1.1018	1.0764	1.0831	1.0331	1.0712	1.0867	1.0468	1.0190	1.0152	1.0030	1.2093	1.1525	1.2895	0.9941	1.1570	1.1105	1.0136	1.2850	1.1285	1.2073	1.1956	1.1832	1.2592	1.0967	1.0415	1.0599	1.0799
CLUG_05314	0.9711	0.9591	0.9553	1.0462	0.9097	0.9141	0.9379	0.9683	1.0121	1.0248	0.9067	0.9757	0.9498	1.0703	0.9397	0.9834	1.1105	0.9757	1.1698	1.0328	1.0055	0.9539	1.0420	0.9854	1.1591	1.1620	1.1508	1.1192	1.2076	1.2215	1.0822	1.0207	1.1326	1.2173	1.0978	1.0830	1.1655	1.0261	1.3147	1.2906	1.4189	1.0646	1.2585	1.2301	1.0843	1.3415	1.2485	1.1915	1.2276	1.2046	1.2883	1.2004	1.0972	1.0793	1.0897
CLUG_05315	0.9478	1.1016	0.9188	1.0751	1.0282	0.9069	0.9343	0.9827	1.1500	1.0990	1.0301	1.0888	1.0542	1.0549	1.0886	1.0977	1.0689	1.0217	1.0601	1.0278	1.1057	0.9959	1.0848	1.0474	1.1922	1.1513	1.1812	1.1240	1.2322	1.2496	1.1578	1.0390	1.1017	1.1710	1.1064	1.1331	0.9890	0.9343	1.2256	1.2788	1.3917	1.0863	1.1646	1.1542	1.0598	1.3190	1.2263	1.2470	1.2695	1.2307	1.3373	1.1711	1.1663	1.0528	1.1173
CLUG_05316	1.0912	1.0595	0.9840	1.0245	1.0673	1.0262	0.9748	1.0371	1.1426	1.1095	1.0101	1.1359	1.0785	1.1028	1.0612	1.1580	1.0905	1.0240	1.1805	1.0745	1.0147	1.1158	1.1511	1.0828	1.2332	1.2378	1.2186	1.1564	1.1864	1.2476	1.1907	1.1068	1.1770	1.1695	1.1065	1.1469	0.9903	0.9807	1.2749	1.2322	1.4134	1.1101	1.2325	1.1516	1.0637	1.3189	1.2280	1.3033	1.2280	1.2363	1.3101	1.1204	1.1074	1.1253	1.1646
CLUG_05317	0.8696	0.8566	0.7748	0.8828	0.9203	0.8082	0.8635	0.8862	0.9317	0.9570	0.8974	0.9473	0.8690	0.8786	0.8550	0.7762	1.0082	0.8788	0.9424	0.9232	0.8357	0.9254	0.8573	0.9233	1.1344	1.1864	1.0965	1.0466	1.1240	1.0990	1.0371	0.9705	1.1263	1.1277	1.0126	1.0101	1.2613	1.1978	1.2782	1.1712	1.3464	1.0890	1.2355	1.1462	1.0531	1.2168	1.2266	1.1953	1.2009	1.2069	1.2049	1.1249	1.0740	1.0485	1.0623
CLUG_05318	0.7572	0.7892	0.8069	0.8766	0.8198	0.8280	0.8467	0.8601	0.7832	0.9110	0.8576	0.9282	0.8537	0.8388	0.7669	0.8845	0.9539	0.9016	0.9184	0.8549	0.7904	0.8260	0.8969	1.0232	0.9506	1.0453	1.0312	1.0016	0.9992	0.9884	1.0006	0.9265	0.9661	1.0312	0.9457	0.9405	1.0605	1.0959	1.1183	1.1193	1.3135	0.9650	1.1171	1.0518	0.9057	1.1495	1.1208	1.0930	1.1571	1.1117	1.2424	1.0104	0.9175	1.0088	1.0032
CLUG_05319	0.8931	0.8762	0.7323	0.9160	0.8711	0.8184	0.9469	0.9047	0.8926	0.9610	0.8825	0.9645	0.8887	0.9064	0.8641	0.8693	0.8781	0.9225	0.9844	0.9058	0.8728	0.8844	0.9107	0.9078	1.1249	1.1429	1.1362	1.1233	1.1409	1.1382	1.1049	0.9255	1.0561	1.1390	1.0466	1.0334	1.3328	1.2339	1.2253	1.1778	1.3275	1.0167	1.1627	1.1335	1.0245	1.2923	1.1584	1.2268	1.2677	1.1148	1.2165	1.0837	1.0263	1.0514	1.0939
CLUG_05320	1.0214	1.0410	0.9156	0.9701	0.9377	0.8941	0.9978	1.0127	1.0596	1.0857	0.9453	1.1068	1.0378	1.0166	0.9630	1.0177	1.0266	1.0241	1.1457	1.0161	0.9527	0.9543	1.0628	1.0256	1.1522	1.1748	1.1515	1.1297	1.1370	1.1637	1.0980	1.0153	1.1221	1.1501	1.0591	1.1144	1.0666	1.0002	1.2672	1.2137	1.3230	1.0659	1.1633	1.1867	1.0505	1.2960	1.2052	1.2161	1.1813	1.1836	1.2479	1.0884	1.0606	1.0813	1.0535
CLUG_05321	0.8607	0.9026	0.8693	0.8871	0.9155	0.9021	0.9882	0.9330	0.9941	1.0566	0.9480	0.9728	1.0194	0.9585	0.9179	0.9506	0.9333	0.9637	1.0129	0.9298	0.8835	0.9409	0.9742	0.9816	1.1161	1.0846	1.1197	1.0512	1.1080	1.0765	1.0785	0.9827	1.0995	1.0790	1.0060	1.0322	0.9938	0.9362	1.1479	1.1408	1.2714	0.9911	1.1482	1.0999	1.0110	1.2594	1.1065	1.1841	1.1551	1.1464	1.1844	1.0692	1.0316	1.0247	1.0510
CLUG_05322	0.8951	0.8703	0.8298	0.9448	0.8538	0.9164	0.8218	0.8981	0.9433	1.0846	0.9012	0.8858	0.9738	0.9033	0.8483	0.8817	0.9474	0.9217	1.0242	0.9498	0.8030	0.8175	0.9915	0.9258	1.1212	1.0541	1.1018	1.0366	1.1066	1.0215	1.0752	0.9403	1.0792	1.0767	1.0112	1.0286	0.9865	0.9004	1.1221	1.1304	1.2444	0.9611	1.1791	1.1140	1.0074	1.2708	1.1452	1.1902	1.1272	1.1058	1.1248	0.9773	1.0118	0.9979	1.0004
CLUG_05323	1.1145	0.9671	0.7685	1.0026	0.9412	0.8952	0.8415	0.9595	0.8724	1.0554	0.9993	0.9464	0.9455	1.0543	0.9441	1.0319	0.9230	1.0401	0.9615	0.9641	0.9346	1.0016	0.8866	1.1337	1.1485	1.0818	1.1289	1.0642	1.0947	1.0661	1.1009	0.9325	1.0515	1.1175	0.9489	1.0004	0.9088	0.8812	1.1883	1.1881	1.2512	1.0741	1.2207	1.1451	0.9936	1.2355	1.1887	1.2061	1.2360	1.2274	1.3513	1.1218	0.9422	1.0495	1.1653
CLUG_05324	1.0382	1.0030	0.9954	1.0200	0.9675	0.9590	1.0035	1.0220	1.0784	1.1201	1.0126	1.1477	1.0764	1.0396	1.0558	1.0806	1.0314	1.0187	1.1088	1.0549	0.9228	1.0160	1.0832	1.1005	1.2106	1.1767	1.1635	1.1239	1.1853	1.1692	1.1481	1.0816	1.1552	1.1716	1.0722	1.0993	1.0332	0.9999	1.2426	1.1833	1.3243	1.0834	1.2166	1.2161	1.0752	1.3008	1.1822	1.2537	1.2165	1.2020	1.2436	1.1202	1.1240	1.0846	1.1107
CLUG_05325	1.0042	0.9463	0.9149	1.0122	0.9672	0.9262	0.9471	0.9791	0.9966	1.1272	1.0132	1.1035	1.0009	1.0285	1.0373	0.9768	1.0336	1.0466	1.0766	1.0625	0.9225	1.0166	1.0273	1.0187	1.1611	1.1449	1.0954	1.1256	1.1552	1.1308	1.1468	1.0661	1.0921	1.1454	1.0445	1.0803	0.9783	0.9471	1.2189	1.1434	1.3015	0.9983	1.1818	1.1679	1.0258	1.2240	1.1145	1.1586	1.2137	1.1777	1.2368	1.0606	1.0523	1.0652	1.0459
CLUG_05326	0.9375	0.9414	0.8832	0.9278	0.8518	0.8897	0.9203	0.8841	0.9415	1.1140	0.9241	1.1262	0.9013	0.8983	0.8972	0.9214	1.0224	0.9336	1.0270	0.9508	0.8826	0.8607	0.9260	1.0073	1.1578	1.1518	1.2131	1.0733	1.0576	1.1670	1.1161	1.0288	1.1595	1.0929	1.0129	1.0382	1.2289	1.1523	1.2814	1.2173	1.4051	1.0662	1.2594	1.2746	1.0669	1.3106	1.2417	1.2599	1.2446	1.2950	1.2685	1.1814	1.0412	1.0374	1.1333
CLUG_05327	1.0306	0.9814	0.8629	0.9540	1.0056	1.0560	0.9989	0.9160	0.9501	1.0631	0.9637	1.0656	0.9768	0.9697	0.9789	0.9707	0.9762	1.0173	0.9619	1.0186	0.9102	0.9735	0.9550	0.9474	1.1446	1.1409	1.1834	1.0947	1.1559	1.1057	1.1099	0.9918	1.0800	1.1228	0.9844	1.0539	1.0994	1.0295	1.1040	1.1051	1.2281	0.9829	1.1549	1.1295	1.0448	1.2286	1.0897	1.1781	1.1395	1.1125	1.1870	1.0862	1.0672	1.0709	1.0149
