GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_03430	102.24	118.42	96.67	128.98	119.65	105.33	99.43	85.20	98.88	166.31	113.41	92.98	111.94	231.59	343.68	94.93	74.48	93.33	81.58	427.62	149.18	128.94	99.00	133.38	277.58	272.69	301.19	311.52	247.21	236.89	250.52	267.62	275.58	231.81	277.89	294.11	221.42	211.72	201.89	221.17	282.50	304.22	311.39	264.42	260.60	259.76	231.11	261.40	278.84	239.57	251.69	236.25	263.70	252.16	270.37
CLUG_03431	100.05	120.10	88.92	123.74	119.06	108.55	92.47	72.30	100.62	149.23	104.69	87.07	112.11	230.30	327.59	83.75	75.55	82.53	80.06	417.23	144.16	118.33	98.38	124.42	257.26	241.02	280.68	296.52	236.88	229.22	226.93	265.23	267.10	223.56	272.49	269.82	182.59	208.76	192.01	225.35	254.60	277.07	297.17	241.96	252.29	240.54	207.41	252.26	269.38	228.61	245.83	229.02	242.98	246.63	255.89
CLUG_03432	95.77	116.64	89.47	120.78	115.56	106.21	102.09	78.46	97.83	161.00	107.72	92.57	108.06	223.85	335.84	85.91	75.99	92.17	74.41	423.25	152.10	120.38	97.11	119.07	265.77	275.95	293.38	305.12	241.87	237.18	251.04	268.13	264.71	237.13	281.44	289.15	192.43	208.67	199.79	223.35	268.16	291.12	298.65	251.56	260.89	247.55	224.72	255.91	272.20	240.78	248.14	244.70	250.50	252.63	255.15
CLUG_03433	95.60	118.16	89.28	110.58	107.73	104.51	93.77	73.31	99.12	162.31	110.59	80.64	111.66	207.52	328.13	83.70	77.39	86.64	75.83	397.77	142.16	121.74	98.92	112.41	247.72	247.78	287.75	287.69	230.65	219.12	241.08	262.35	254.78	231.42	271.33	273.17	191.44	209.84	185.59	215.63	262.12	289.74	285.68	244.07	251.92	237.55	214.12	252.42	269.66	229.22	245.68	223.92	256.17	248.39	243.18
CLUG_03434	104.88	101.83	73.65	112.62	107.92	99.60	86.25	83.78	89.58	137.76	89.58	87.06	98.36	221.64	278.11	78.80	77.86	76.43	73.05	399.41	143.82	123.63	86.38	108.74	275.80	278.14	301.73	309.60	236.93	238.12	263.44	277.73	271.23	240.12	251.04	288.10	261.72	269.90	204.60	235.71	281.81	303.85	307.48	271.24	265.02	242.72	220.79	271.28	300.97	243.83	267.90	238.47	253.32	253.79	272.08
CLUG_03435	97.88	104.82	87.60	109.27	108.85	100.52	84.03	72.40	88.67	144.68	104.63	76.99	120.30	203.67	299.83	79.38	74.01	83.11	74.42	376.43	148.32	110.74	88.67	105.87	260.56	247.82	286.13	292.09	235.21	232.77	246.73	257.25	253.37	226.65	277.09	284.35	240.40	244.40	196.03	225.13	264.50	292.96	282.03	254.12	257.38	236.05	228.79	258.94	277.40	238.34	241.43	233.93	253.14	258.30	261.84
CLUG_03436	102.33	111.67	88.17	122.17	113.92	112.70	102.75	93.43	94.95	170.59	125.35	90.80	107.56	217.80	370.05	94.80	79.69	90.08	75.27	420.28	139.20	130.23	100.48	126.59	279.61	281.39	300.14	309.06	233.06	247.49	266.69	274.54	262.55	256.98	271.02	290.42	211.77	230.86	205.15	225.70	260.56	306.29	304.62	268.33	267.82	257.57	231.45	270.95	294.14	248.15	242.11	238.75	253.58	255.01	254.29
CLUG_03437	82.21	98.88	80.79	105.12	102.05	102.36	86.65	66.75	85.60	139.08	99.34	74.99	104.11	199.95	292.40	73.72	69.50	79.22	74.21	373.21	136.73	106.29	93.39	107.16	251.77	264.98	291.47	294.84	246.18	225.57	244.36	259.12	258.06	232.68	249.38	271.86	217.37	245.27	194.17	223.46	263.88	285.54	301.85	259.40	255.01	251.33	241.83	254.36	276.16	228.76	250.92	248.73	255.88	250.44	241.05
CLUG_03438	95.42	108.38	83.03	110.68	101.45	104.73	93.05	77.87	84.16	145.19	91.27	81.32	98.18	192.25	300.09	73.88	62.85	79.94	80.16	376.49	134.81	102.52	83.77	110.64	251.64	259.38	284.86	304.93	225.41	225.97	248.66	266.23	250.13	226.31	260.99	279.39	197.38	219.94	194.20	223.63	258.56	295.12	286.94	252.82	255.56	235.32	212.01	238.76	260.28	232.44	235.57	220.11	245.17	249.85	255.86
CLUG_03439	78.93	91.24	72.02	100.20	91.51	87.92	76.84	65.84	77.80	139.56	86.52	64.68	88.79	180.53	237.97	56.54	61.16	75.56	66.41	353.25	114.08	99.59	82.94	91.21	240.60	256.40	293.23	317.49	232.38	239.73	231.37	253.36	246.28	240.12	281.91	282.29	298.74	304.34	195.07	229.95	271.44	281.85	290.51	260.38	263.22	241.13	223.35	255.80	276.55	253.65	254.09	249.34	256.45	243.47	267.10
CLUG_03440	101.63	115.53	85.70	122.02	115.82	120.17	99.76	80.64	100.19	176.03	114.46	81.52	113.18	225.87	320.11	93.82	83.98	95.81	83.09	395.47	154.19	128.12	99.45	116.65	265.34	260.98	280.09	305.55	229.32	257.40	244.27	258.93	268.84	247.14	288.56	264.81	170.36	191.73	201.22	229.86	270.19	289.17	305.66	256.47	263.34	249.97	231.30	256.31	296.52	249.24	265.72	241.07	256.30	260.97	266.87
CLUG_03441	99.86	110.11	90.29	127.35	110.95	103.15	91.11	73.21	97.38	157.43	105.76	85.73	101.32	226.63	315.75	87.63	67.96	81.98	78.67	385.92	137.74	125.92	96.51	119.17	254.70	262.91	283.42	304.86	225.81	231.23	245.35	261.37	255.87	233.25	263.01	274.28	194.43	209.87	191.66	220.97	261.79	283.57	293.66	246.49	255.89	236.14	219.17	250.99	272.02	232.67	251.94	244.50	252.65	248.89	252.47
CLUG_03442	99.59	121.47	97.07	124.39	130.77	117.42	106.50	70.59	99.83	196.14	121.57	89.24	118.45	225.92	358.12	99.72	83.24	94.85	83.27	472.36	159.39	132.63	108.86	137.59	265.25	270.91	315.74	324.02	274.86	265.07	273.33	295.37	275.94	247.85	295.26	310.95	276.01	285.53	214.69	223.14	305.76	299.88	338.72	281.75	277.17	260.41	253.02	269.75	287.45	258.03	274.21	268.41	265.65	272.09	270.84
CLUG_03443	92.77	121.18	89.40	121.76	116.58	113.31	101.35	73.33	97.51	174.89	116.02	88.28	107.58	222.29	320.42	92.29	76.93	91.43	81.48	430.89	151.12	126.17	101.13	129.92	258.04	278.15	303.49	318.98	258.64	256.27	260.06	293.23	272.06	237.86	275.87	300.15	259.93	280.92	211.61	231.61	292.75	298.20	328.56	278.64	271.75	256.73	244.39	271.37	288.14	246.73	265.83	256.64	258.12	270.13	268.55
CLUG_03444	81.30	101.64	79.06	101.67	94.99	98.14	82.24	73.99	83.57	129.09	96.85	78.55	104.11	206.42	282.25	77.55	65.78	84.46	73.36	386.23	133.19	109.19	89.67	111.21	242.49	243.42	284.08	250.54	236.64	218.13	231.22	233.89	247.64	214.02	272.69	287.79	191.52	206.65	185.72	210.03	224.38	260.18	276.87	236.20	245.05	214.89	198.35	246.93	258.40	210.53	226.41	227.19	247.83	228.35	241.17
CLUG_03445	91.05	102.76	86.48	118.47	108.45	108.74	98.14	74.76	92.28	154.92	102.66	87.82	97.22	213.39	330.58	79.75	69.82	81.71	75.86	414.64	135.05	118.12	98.81	119.71	250.77	245.30	273.63	284.19	214.19	217.11	234.03	242.79	245.94	217.52	257.54	291.13	191.80	200.98	189.57	225.16	258.04	277.46	289.74	248.65	255.38	240.41	215.81	259.25	266.59	221.43	245.21	218.08	253.71	249.25	244.87
CLUG_03446	94.75	110.08	94.45	113.00	114.92	108.10	91.61	78.16	96.64	162.85	107.25	86.10	107.29	228.51	327.65	88.41	73.29	90.36	80.21	419.48	142.19	114.54	99.67	123.98	262.24	259.03	286.90	303.45	224.18	238.95	248.09	265.55	261.16	224.12	273.40	276.81	187.10	197.41	193.86	216.47	260.06	285.80	296.33	253.58	261.98	242.33	215.21	247.73	267.57	226.43	246.25	233.35	248.36	252.86	246.16
CLUG_03447	110.93	117.69	98.03	132.99	123.75	118.35	106.89	88.22	109.24	179.96	115.93	100.79	120.79	246.45	370.56	97.01	81.31	98.27	85.80	455.28	149.73	128.44	104.16	128.87	263.90	284.14	316.17	312.88	244.39	261.38	271.60	277.99	279.63	236.59	286.44	296.21	187.53	199.00	203.86	222.64	261.85	302.89	322.64	283.91	270.27	250.64	230.70	253.26	271.00	250.15	259.04	246.82	265.15	265.51	267.35
CLUG_03448	103.05	119.98	92.76	119.73	124.36	112.34	99.19	86.29	101.54	173.50	109.63	82.42	108.90	224.99	349.74	89.00	82.25	94.93	76.00	428.76	140.81	126.80	107.37	120.29	264.98	261.76	284.98	294.55	251.62	252.50	246.93	266.44	268.74	223.71	262.18	279.71	184.91	198.40	187.70	224.35	262.87	277.25	288.47	264.49	260.21	240.04	209.31	238.54	275.18	242.99	231.77	221.53	260.79	248.52	260.14
CLUG_03449	102.24	116.81	100.21	117.13	110.62	115.01	96.12	83.20	98.11	170.18	108.29	85.66	111.24	217.36	340.97	92.88	73.68	86.49	82.01	419.17	148.33	114.32	94.73	114.11	267.82	267.32	293.08	296.95	251.77	234.82	251.36	262.65	259.12	236.64	263.15	297.92	204.39	216.44	207.81	219.05	268.70	295.52	318.75	268.69	275.63	248.33	230.89	241.13	287.29	228.77	259.61	236.40	257.34	258.10	262.55
CLUG_03450	79.82	104.12	75.31	95.74	92.49	94.50	82.49	61.96	75.01	138.18	88.17	71.85	91.00	174.81	260.12	61.52	66.43	81.60	71.32	355.35	121.04	91.66	84.02	89.51	226.78	232.65	255.70	277.72	218.30	221.47	229.13	234.55	238.33	212.09	257.22	252.73	238.91	226.51	175.33	219.18	235.09	255.74	268.58	240.62	235.09	235.16	207.33	221.00	250.57	223.37	236.40	212.89	229.91	232.49	226.27
CLUG_03451	92.58	110.28	85.66	110.08	105.69	94.65	96.71	61.32	102.51	150.23	103.36	81.62	101.98	199.21	300.70	72.41	77.20	79.84	67.51	405.48	132.99	112.14	92.94	104.34	249.57	234.42	277.35	272.64	208.17	222.60	219.83	245.06	227.16	225.39	253.63	255.94	198.85	196.72	179.06	196.18	242.17	258.68	284.78	270.46	227.31	239.17	191.35	235.60	256.69	211.73	224.90	212.23	249.82	233.77	225.51
CLUG_03452	90.44	93.47	76.35	105.76	105.65	114.16	89.10	71.69	75.96	146.75	100.67	77.24	92.94	205.45	300.53	68.76	61.91	77.27	74.05	374.60	106.01	97.34	96.09	99.00	235.50	261.38	261.84	295.50	214.18	218.53	241.05	246.99	236.39	210.46	259.73	246.44	192.86	201.47	170.91	216.07	251.12	278.88	261.95	237.77	248.40	219.36	219.64	242.99	244.14	218.48	234.97	238.57	245.05	242.09	219.97
CLUG_03453	95.30	114.99	87.36	122.53	112.02	108.95	93.22	80.83	98.37	178.08	107.95	84.97	109.07	217.45	336.62	88.09	77.61	91.65	71.96	433.09	150.09	121.93	104.06	123.68	268.33	277.10	285.68	296.82	248.35	243.30	252.57	273.43	261.00	226.23	247.48	282.06	212.17	210.29	194.84	223.28	253.62	295.83	283.76	266.12	272.59	240.17	216.51	247.25	266.08	225.81	257.53	254.32	271.74	247.39	260.50
CLUG_03454	103.19	112.91	86.26	119.20	103.16	111.46	94.41	84.63	98.94	164.46	104.97	80.02	108.85	212.15	320.61	85.35	73.68	85.13	75.26	414.77	138.88	114.81	93.87	120.24	248.78	274.64	295.22	296.11	244.89	244.33	249.29	263.14	254.71	231.81	272.94	285.63	203.84	199.63	196.51	200.29	258.04	296.24	303.45	268.77	275.49	251.41	222.42	236.75	260.35	236.13	258.36	237.76	258.68	248.17	246.53
CLUG_03455	79.09	98.64	80.42	111.06	107.40	101.88	91.85	71.72	86.83	148.67	100.65	76.61	101.62	205.20	299.19	77.06	72.24	85.19	70.04	379.11	125.66	116.28	89.81	105.47	236.19	245.67	277.21	287.24	226.85	230.82	231.54	240.85	247.85	211.70	263.14	270.67	192.84	196.43	191.74	197.41	235.54	259.93	282.20	252.97	247.47	227.01	206.96	232.34	254.40	222.53	244.36	223.68	258.00	251.70	244.82
CLUG_03456	107.92	110.43	78.43	100.01	117.62	106.73	103.77	69.09	94.03	180.56	124.95	86.40	103.11	207.46	333.15	78.59	71.44	80.71	78.48	423.19	142.49	121.32	96.32	135.51	262.43	233.36	276.17	264.69	238.60	223.00	211.70	245.62	247.88	196.72	263.20	264.79	192.66	188.44	182.14	192.64	225.79	268.80	293.66	232.05	242.49	247.26	199.06	231.45	240.38	231.02	226.56	205.73	236.96	250.68	234.74
CLUG_03457	96.95	100.92	97.17	115.09	110.19	105.06	100.62	79.37	95.84	161.14	105.64	89.58	107.40	222.84	318.59	85.88	68.63	84.37	79.85	391.91	150.42	113.77	106.04	129.72	269.10	254.80	292.91	308.91	241.96	251.58	253.20	245.38	264.65	216.38	277.24	295.23	196.90	209.95	189.92	215.62	254.60	281.95	307.66	283.36	260.35	254.55	225.95	255.94	261.88	245.01	259.93	231.38	263.31	276.94	256.30
CLUG_03458	97.74	116.29	85.86	120.44	114.75	107.42	100.46	82.19	96.66	178.35	109.96	86.79	103.81	228.73	342.60	92.14	72.68	93.31	77.91	452.17	149.30	111.72	101.62	124.63	276.94	268.07	309.44	314.18	252.03	250.76	248.90	262.72	270.02	241.70	260.84	282.30	236.65	236.52	212.17	215.41	263.11	316.16	304.21	270.38	250.53	246.92	226.57	248.95	267.27	243.15	262.97	237.30	282.90	265.90	256.56
CLUG_03459	104.09	106.85	86.02	106.07	121.05	114.22	93.68	77.74	91.29	165.28	99.49	87.29	104.41	219.13	315.98	80.48	69.66	87.51	72.64	407.12	140.32	123.01	89.45	116.18	253.29	250.70	282.57	280.11	231.95	232.36	243.88	251.81	268.94	230.99	259.74	284.09	227.61	213.30	190.71	218.28	253.60	283.98	283.75	257.28	248.47	236.61	194.96	241.97	261.35	219.85	244.96	237.47	269.54	255.21	241.50
CLUG_03460	99.60	108.26	86.95	124.85	130.97	127.15	99.54	77.43	91.56	191.70	120.48	93.58	114.67	241.14	360.90	89.23	87.10	101.52	85.71	446.98	153.78	130.23	104.85	121.82	257.86	258.51	288.09	300.31	232.61	239.30	260.72	276.19	289.09	240.87	276.31	285.63	190.33	203.52	160.38	217.16	275.91	316.04	311.92	286.76	271.42	237.59	227.15	261.48	273.23	236.07	201.86	234.94	273.10	265.84	260.17
CLUG_03461	86.56	92.96	76.18	98.77	93.40	97.27	89.73	70.24	82.72	150.34	101.03	73.95	94.14	183.75	275.66	64.77	66.24	73.72	60.35	370.91	126.22	106.39	82.56	95.04	236.36	247.15	263.35	287.49	218.77	225.83	230.41	242.57	247.50	207.27	262.63	260.91	238.90	248.45	135.64	205.25	243.90	275.47	280.17	247.97	243.13	233.39	207.07	235.82	262.82	210.11	154.37	222.04	243.12	243.35	242.78
CLUG_03462	92.39	146.66	89.45	130.47	136.40	114.21	110.52	69.98	110.99	185.53	134.62	100.87	117.32	236.00	394.77	106.83	73.59	109.11	90.60	450.54	163.48	134.77	113.59	127.51	276.53	283.38	314.33	306.60	265.53	269.80	273.23	294.36	282.40	252.96	288.35	290.59	207.74	207.03	148.95	220.53	269.65	317.39	316.44	281.20	263.55	267.15	227.49	254.35	290.98	232.18	173.08	237.81	251.36	264.57	262.33
CLUG_03463	107.02	126.49	85.96	123.78	122.28	130.99	106.83	84.68	103.21	176.43	118.87	88.46	106.56	230.39	364.06	94.11	80.44	98.37	87.46	457.88	155.19	128.38	99.31	124.09	260.76	273.86	298.02	307.78	252.44	251.99	249.95	279.17	283.37	235.00	284.91	299.39	214.39	205.97	142.75	229.51	261.88	311.19	308.31	282.95	263.23	265.69	230.00	246.52	275.29	235.23	185.98	247.72	270.84	268.75	271.79
CLUG_03464	94.11	116.24	85.89	112.89	112.49	124.62	93.22	69.73	99.36	170.95	105.26	87.01	105.29	224.26	317.12	81.14	73.62	79.49	82.87	413.09	136.06	130.51	91.16	116.39	246.33	259.50	269.72	287.14	238.79	235.94	228.57	257.97	272.26	241.48	265.55	276.72	178.60	195.43	133.71	206.21	246.93	278.21	284.75	268.15	266.92	243.33	218.08	238.55	253.79	225.97	176.80	229.52	258.80	256.19	246.25
CLUG_03465	103.31	125.36	86.59	127.76	110.98	106.33	102.74	78.42	105.60	188.81	110.52	99.56	102.64	235.10	344.64	100.74	77.91	100.30	79.80	462.93	147.20	128.51	96.52	118.81	294.23	263.11	296.10	308.93	251.28	259.48	274.31	264.17	260.11	244.47	270.58	309.78	211.60	210.22	141.08	217.99	258.77	300.36	319.00	275.66	264.62	253.72	218.10	262.03	274.74	220.62	192.61	245.99	272.40	261.43	273.73
CLUG_03466	76.58	80.00	67.28	84.95	80.89	83.74	73.78	59.54	77.50	131.18	89.92	69.85	85.54	160.35	242.76	68.93	60.04	69.89	61.29	337.76	103.92	87.37	70.56	87.58	247.73	256.36	260.32	267.86	230.24	225.85	236.56	246.17	258.30	214.61	241.18	243.80	159.87	183.25	118.59	198.17	243.92	265.40	268.08	245.14	226.69	215.19	214.91	222.97	268.46	210.23	168.69	206.15	249.62	229.29	238.07
CLUG_03467	72.92	84.60	68.82	81.77	83.98	81.65	74.75	60.40	77.33	129.04	87.59	71.50	82.81	164.66	241.67	66.33	57.28	70.87	58.64	346.88	108.14	90.36	73.32	87.37	242.54	251.54	260.61	259.29	221.12	226.86	226.78	238.73	253.63	210.55	234.21	240.32	160.23	174.31	115.23	192.64	235.42	259.11	259.54	240.94	225.38	203.22	216.04	220.94	261.44	212.94	160.64	200.57	244.93	230.31	230.73
CLUG_03468	104.05	119.94	97.81	128.75	115.22	115.84	106.53	84.21	103.11	170.75	116.64	92.71	114.68	238.47	359.50	93.91	77.68	94.55	84.52	455.98	146.41	128.49	101.82	117.50	268.83	269.57	301.66	309.46	252.38	256.62	257.85	272.21	281.27	239.81	273.90	290.27	208.77	211.13	143.86	224.64	263.59	300.00	306.07	274.64	259.61	250.43	225.57	264.19	280.86	230.58	171.05	240.07	266.41	273.51	261.09
CLUG_03469	101.06	111.99	91.68	129.21	110.24	128.33	110.13	84.45	97.83	185.70	117.17	98.13	98.99	230.11	353.25	96.37	74.42	98.89	81.53	470.71	155.47	124.46	104.04	125.49	261.24	263.71	307.13	299.39	246.38	241.19	256.29	276.16	287.02	250.69	279.08	305.71	190.91	207.04	132.70	222.00	251.02	326.08	295.88	275.62	295.12	224.38	248.70	257.35	269.99	225.48	198.69	228.48	263.54	252.64	232.94
CLUG_03470	101.52	111.86	94.12	126.17	109.75	130.26	107.88	85.48	97.16	181.22	116.91	96.55	96.56	228.59	350.98	93.22	71.79	98.81	79.52	456.72	154.91	127.46	100.49	127.92	259.54	258.80	304.85	301.60	244.65	236.01	258.87	268.67	287.04	242.20	274.01	295.62	188.30	201.45	133.61	221.69	249.23	319.61	297.16	274.53	292.88	225.20	244.11	252.60	268.15	223.69	192.17	224.63	259.95	253.82	233.58
CLUG_03471	111.30	132.63	97.13	128.05	130.01	113.76	106.60	81.09	114.37	185.17	121.37	107.70	117.92	249.20	373.39	97.95	73.44	99.15	79.23	471.25	155.75	136.86	117.65	129.71	279.49	277.18	325.30	316.86	248.85	259.34	265.55	284.63	283.58	254.09	288.43	297.96	194.50	197.13	153.34	233.86	273.10	306.84	307.47	279.52	279.33	267.52	221.35	271.13	306.48	216.22	193.40	256.27	283.10	276.11	262.93
CLUG_03472	100.58	115.48	90.77	117.55	117.73	107.27	96.78	77.85	97.70	168.84	111.91	90.47	108.66	231.38	347.87	88.91	73.89	96.67	76.03	432.89	145.96	123.35	98.22	113.19	248.84	251.55	290.79	288.49	225.69	239.49	250.34	263.70	260.13	214.34	275.95	280.00	193.91	193.35	140.80	213.72	240.28	280.58	296.21	253.47	260.77	236.68	207.58	235.58	270.14	225.95	169.38	223.60	260.94	253.01	247.82
CLUG_03473	88.62	99.60	92.25	104.21	109.41	116.23	99.35	75.06	95.55	163.66	109.54	100.74	98.91	220.30	332.58	88.07	70.33	91.54	73.85	417.62	140.72	114.62	94.63	114.69	258.79	247.52	268.60	289.82	214.61	230.60	251.23	244.79	258.83	214.30	267.11	264.72	174.08	171.25	130.62	208.24	240.07	286.80	280.71	246.52	255.09	241.43	195.07	238.78	239.32	229.85	161.50	227.23	248.40	254.36	250.97
CLUG_03474	100.91	114.54	97.44	106.91	99.70	104.48	97.48	82.53	89.94	175.65	125.87	88.42	112.02	238.89	340.12	96.78	70.77	89.57	80.77	414.73	127.72	112.85	113.07	121.89	254.25	248.78	274.70	264.25	236.91	258.59	239.75	248.03	267.76	219.91	266.05	279.85	180.30	203.28	127.18	206.67	248.19	279.37	297.42	285.55	258.90	238.78	211.87	231.04	270.01	244.26	170.28	206.03	236.25	259.34	256.40
CLUG_03475	92.06	108.42	77.18	104.19	112.09	105.89	86.56	82.21	94.14	169.30	113.98	90.10	95.68	240.40	342.44	96.72	64.75	101.14	73.62	408.00	140.54	131.98	87.62	109.50	242.10	246.43	283.56	311.68	214.35	238.13	244.54	246.31	252.45	223.46	274.01	257.88	195.71	210.24	135.44	227.91	232.28	274.10	279.08	271.98	243.19	226.16	196.18	254.23	221.18	213.73	157.12	204.97	267.96	248.66	234.11
CLUG_03476	98.54	127.45	88.82	108.45	114.84	112.51	108.69	75.73	99.11	162.84	103.83	78.16	115.85	223.16	328.56	85.86	72.87	97.41	84.51	424.50	153.30	135.80	91.83	114.48	269.17	268.83	294.77	318.02	266.41	242.01	258.74	253.83	276.10	229.64	279.26	275.48	207.10	219.93	141.06	210.28	258.23	277.82	313.66	290.06	271.16	260.96	224.11	251.68	245.68	238.70	178.14	227.06	265.98	270.08	250.49
CLUG_03477	112.11	140.05	108.98	135.12	136.89	118.41	109.36	82.84	102.41	173.88	118.12	92.12	124.91	262.58	392.51	102.26	78.88	100.88	76.37	460.35	158.36	122.86	101.71	131.77	273.90	261.89	309.50	287.16	245.64	265.34	244.64	263.86	287.00	245.96	275.47	292.84	184.40	206.94	152.69	228.68	253.92	319.20	282.85	283.54	267.31	247.22	227.33	258.67	288.70	236.87	171.05	230.18	279.75	264.95	242.50
CLUG_03478	110.77	115.75	89.62	132.06	122.58	117.32	114.89	85.45	105.40	180.32	114.56	104.76	114.16	246.15	371.88	92.29	74.83	102.12	85.72	459.84	160.84	124.70	115.12	127.38	263.85	274.44	298.10	290.42	241.35	270.89	265.39	274.07	280.54	239.47	275.07	299.46	189.53	185.49	144.10	230.67	264.77	314.56	302.52	258.76	270.29	251.80	224.71	249.59	274.41	249.40	173.35	239.65	282.41	268.62	261.13
CLUG_03479	113.04	118.13	95.51	115.35	118.78	118.77	105.23	80.52	101.42	183.58	118.93	99.06	109.73	249.35	365.16	95.23	77.90	96.48	78.54	445.94	154.86	126.67	103.39	121.19	255.37	254.61	280.43	292.34	233.54	241.88	260.46	257.35	266.49	231.32	281.02	290.32	175.49	175.95	137.50	214.24	243.10	278.27	303.44	257.25	254.03	242.23	212.44	235.74	271.55	217.84	172.83	234.37	257.01	271.36	251.03
CLUG_03480	107.77	120.08	96.20	125.52	127.54	123.72	88.36	82.62	92.65	170.50	114.28	92.65	102.10	234.20	345.37	96.53	76.26	110.85	84.43	436.96	140.66	139.45	90.79	114.63	258.16	261.59	263.42	295.33	237.59	247.44	231.97	257.00	261.47	232.91	271.08	277.36	171.04	188.11	146.44	214.62	251.24	294.04	279.13	264.78	262.01	249.80	221.88	253.34	286.83	227.84	172.12	256.52	251.25	258.37	245.94
CLUG_03481	90.16	100.12	80.72	104.50	100.60	105.09	92.95	72.62	94.22	155.55	106.92	82.40	99.29	210.49	302.01	77.43	65.83	91.47	70.97	409.14	128.07	116.59	88.51	102.14	248.45	248.45	278.65	292.79	234.08	246.87	245.17	252.43	262.47	222.10	259.22	275.77	244.84	231.59	140.62	214.10	243.70	277.64	279.89	246.87	255.99	242.79	218.90	239.00	262.19	228.97	162.71	228.46	256.93	254.86	241.96
CLUG_03482	89.13	87.46	79.50	93.70	98.56	100.25	88.61	66.36	88.18	151.33	109.44	70.98	97.28	197.13	288.77	70.09	70.22	89.02	80.96	376.43	124.82	102.97	79.80	97.75	236.13	226.27	266.45	274.85	227.99	235.58	215.86	239.85	247.35	209.03	257.76	250.46	198.65	192.05	126.53	197.93	220.67	248.38	276.97	241.25	251.53	224.09	199.94	219.50	247.56	198.28	157.51	207.57	255.56	239.42	234.16
CLUG_03483	91.52	101.70	75.28	117.16	107.59	117.56	93.80	72.82	98.49	162.76	127.15	84.01	102.26	213.67	343.05	83.56	68.08	96.25	78.78	405.69	132.60	118.27	103.10	110.75	260.22	249.97	281.16	298.56	225.47	242.80	231.23	230.08	241.88	208.70	261.24	270.27	203.07	211.57	156.42	198.98	234.47	298.78	279.17	231.82	235.53	234.55	187.17	243.35	248.23	215.04	152.40	202.16	240.59	243.29	231.20
CLUG_03484	88.67	97.13	80.44	103.11	107.06	86.66	92.78	53.05	92.84	164.77	106.15	74.35	80.85	216.09	319.68	79.88	52.52	89.41	65.13	402.54	117.41	108.11	78.05	92.46	243.09	231.45	275.32	245.07	194.33	225.45	204.77	239.07	248.76	219.97	253.52	247.70	170.95	187.73	112.31	189.06	217.27	243.85	267.07	223.79	249.07	243.02	194.41	226.94	242.73	205.47	141.06	195.07	246.37	236.65	213.22
CLUG_03485	88.51	98.71	79.67	99.88	102.33	101.80	82.36	72.23	81.84	167.74	103.54	82.25	101.45	186.16	299.20	72.39	58.70	91.28	73.99	390.55	126.42	114.32	86.34	100.94	244.29	239.03	284.32	288.40	222.26	239.95	236.78	260.76	267.28	209.93	271.74	277.39	216.04	230.82	138.78	194.63	240.40	282.89	294.53	242.56	251.24	232.86	186.66	231.67	243.32	223.11	168.82	228.02	252.55	244.30	244.56
CLUG_03486	99.07	115.88	90.94	126.42	121.95	120.32	114.72	81.50	101.01	173.94	118.55	88.18	96.68	231.42	356.09	87.19	74.26	93.97	78.19	467.17	143.67	113.50	90.89	117.08	254.75	240.20	266.40	293.74	226.65	251.20	256.99	257.12	269.38	222.83	266.52	286.80	185.63	184.03	127.61	198.54	247.41	291.18	284.27	260.90	276.13	247.70	214.68	215.51	259.79	234.88	167.49	231.68	241.16	261.17	247.24
CLUG_03487	95.79	119.24	85.78	125.46	103.29	111.47	102.51	73.74	95.60	166.63	110.93	83.04	109.55	234.07	361.26	94.83	80.56	89.03	76.70	412.12	123.11	119.47	108.42	120.67	269.44	262.43	297.96	305.77	266.34	252.00	243.28	259.97	267.53	235.15	290.25	295.34	247.25	221.05	147.20	227.30	258.16	301.33	310.05	264.47	279.81	253.81	240.51	239.12	270.85	231.20	182.84	259.44	289.05	273.99	246.90
CLUG_03488	100.64	108.75	87.47	115.99	109.28	109.65	98.37	78.61	93.23	167.32	105.06	90.20	103.12	217.11	323.18	83.12	77.84	98.01	81.59	434.74	133.86	115.20	93.16	108.58	253.45	251.71	273.33	296.74	231.39	244.75	239.02	261.29	256.06	226.61	269.31	276.71	212.34	215.61	137.30	204.50	242.11	289.52	284.15	244.86	260.54	247.36	199.02	235.86	260.42	216.29	166.65	230.34	255.79	253.13	242.42
